"","ensembl_gene_id","location","description","external_gene_name","logFC","logCPM","LR","PValue","FDR","DE"
"11","ENSDARG00000036155","14:38932441-38946808:-","galactosidase, alpha [Source:ZFIN;Acc:ZDB-GENE-041010-207]","gla",1.58154126552119,2.11111641329364,19.875572888608,8.26496596386054e-06,0.0137348707108519,TRUE
"12","ENSDARG00000090993","14:17566383-17576662:-","ring finger protein 4 [Source:ZFIN;Acc:ZDB-GENE-041008-246]","rnf4",0.784671306371296,3.68278811818328,19.3472570521468,1.08975668751695e-05,0.0166006268731749,TRUE
"13","ENSDARG00000104353","6:9664206-9695294:-","NOP58 ribonucleoprotein homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-2140]","nop58",-0.544165564571939,6.71414243688886,17.8866071047082,2.34465324382891e-05,0.0329694317670712,TRUE
"14","ENSDARG00000077726","14:46028003-46042136:+","nocturnin a [Source:ZFIN;Acc:ZDB-GENE-050208-306]","nocta",-0.748577753500704,3.87735123366957,17.3597555400859,3.09306474854673e-05,0.0403865882881673,TRUE
"15","ENSDARG00000104491","22:1205787-1245226:-","adenosine monophosphate deaminase 2a [Source:ZFIN;Acc:ZDB-GENE-091204-4]","ampd2a",0.741629579689221,2.72588633382375,16.7646449784426,4.23144026273404e-05,0.0515671520018522,FALSE
"16","ENSDARG00000093008","20:35495687-35512932:-","adhesion G protein-coupled receptor F3b [Source:ZFIN;Acc:ZDB-GENE-041001-207]","adgrf3b",1.52816871414723,0.621682285480618,16.2390335073805,5.58318297268907e-05,0.0620913844450993,FALSE
"17","ENSDARG00000004472","19:27479563-27515651:+","alpha tubulin acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2120]","atat1",-0.780159299864265,4.09148927571747,16.1137177433716,5.96503971542897e-05,0.0620913844450993,FALSE
"18","ENSDARG00000095643","22:9862243-9868707:+","si:dkey-253d23.3 [Source:ZFIN;Acc:ZDB-GENE-050208-330]","si:dkey-253d23.3",-0.794216585526689,3.25179079408051,16.0223722487793,6.25983933798042e-05,0.0620913844450993,FALSE
"19","ENSDARG00000102888","9:56422311-56426047:+","G protein-coupled receptor 39 [Source:ZFIN;Acc:ZDB-GENE-040426-1395]","gpr39",1.06148441991059,1.72699379652035,15.9646320268872,6.45369969615365e-05,0.0620913844450993,FALSE
"20","ENSDARG00000053558","17:43610894-43623370:-","rhotekin 2a [Source:ZFIN;Acc:ZDB-GENE-041010-225]","rtkn2a",-0.707310665446119,3.67171096736443,15.4634155787237,8.41177311697974e-05,0.0725470292060167,FALSE
"21","ENSDARG00000104108","4:77389668-77432218:-","solute carrier organic anion transporter family, member 1D1 [Source:ZFIN;Acc:ZDB-GENE-030131-5044]","slco1d1",0.582135394142062,4.34589343795732,15.3838685029825,8.77340956929399e-05,0.0725470292060167,FALSE
"22","ENSDARG00000036767","19:7682109-7690975:-","upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]","urgcp",2.67858663493276,1.59738957615122,15.3783002578734,8.79930213320948e-05,0.0725470292060167,FALSE
"23","ENSDARG00000062956","7:13382852-13487378:+","diacylglycerol lipase, alpha [Source:ZFIN;Acc:ZDB-GENE-070619-1]","dagla",0.881848170030937,4.8815230868979,15.3090310366427,9.12790848872201e-05,0.0725470292060167,FALSE
"24","ENSDARG00000042489","10:32058692-32064405:+","THAP domain containing 12a [Source:ZFIN;Acc:ZDB-GENE-040426-2045]","thap12a",-0.562107884675986,4.88820155206335,14.9756039017972,0.000108910134845051,0.0805528561797339,FALSE
"25","ENSDARG00000071345","14:46216703-46220099:+","microsomal glutathione S-transferase 2 [Source:ZFIN;Acc:ZDB-GENE-060616-94]","mgst2",0.960277747469398,5.16584631839298,14.9539825911135,0.000110165284709702,0.0805528561797339,FALSE
"26","ENSDARG00000077811","17:35878544-35881841:-","SRY (sex determining region Y)-box 11a [Source:ZFIN;Acc:ZDB-GENE-980526-395]","sox11a",-0.501513364733095,8.03174477132808,14.7964434852302,0.000119761152656087,0.0842013027135876,FALSE
"27","ENSDARG00000063095","14:7140997-7164646:+","cathepsin F [Source:ZFIN;Acc:ZDB-GENE-030131-9831]","ctsf",0.522039663297834,6.70294554328306,14.6433664526907,0.000129890995726879,0.0879410148847164,FALSE
"28","ENSDARG00000054827","22:31004735-31020690:-","ssu-2 homolog, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-070424-72]","ssuh2.4",1.29757840186105,0.0484945661305714,14.5743893736997,0.000134733317843652,0.0879616089350699,FALSE
"29","ENSDARG00000103996","14:38810385-38843690:-","spindle apparatus coiled-coil protein 1 [Source:ZFIN;Acc:ZDB-GENE-070928-7]","spdl1",-0.615572278967312,4.06234044899996,14.4161400191299,0.000146540947835578,0.0923713284977369,FALSE
"30","ENSDARG00000101578","25:17405201-17419097:+","E2F transcription factor 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2773]","e2f4",-0.569155357640473,5.11666946931658,14.0705942969057,0.000176075147161575,0.10728845633712,FALSE
"31","ENSDARG00000008275","24:25760986-25788841:-","kelch-like family member 24b [Source:ZFIN;Acc:ZDB-GENE-040426-1185]","klhl24b",0.923015473524639,4.28663870001523,13.8568643908105,0.000197274800372774,0.11461086555413,FALSE
"32","ENSDARG00000096508","20:12203762-12208117:+","NULL","BX322618.1",1.54681955542007,4.60735666235788,13.8251580667647,0.000200631712129768,0.11461086555413,FALSE
"33","ENSDARG00000090526","12:30540911-30549022:-","zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]","zgc:158404",0.978298771456806,2.49365659317376,13.735408608613,0.000210449296103234,0.116576155538398,FALSE
"34","ENSDARG00000078133","14:21754521-21782227:+","lysine (K)-specific demethylase 2Ab [Source:ZFIN;Acc:ZDB-GENE-101007-5]","kdm2ab",0.466744356892674,6.47192326752447,13.5948432680718,0.000226807702777301,0.121942494316737,FALSE
"35","ENSDARG00000056938","4:16337156-16345227:-","keratocan [Source:ZFIN;Acc:ZDB-GENE-041210-165]","kera",-0.46563434614544,6.37173083068055,13.468811461264,0.000242561914555714,0.123458740589744,FALSE
"36","ENSDARG00000035909","19:30867845-30884054:+","major facilitator superfamily domain containing 2ab [Source:ZFIN;Acc:ZDB-GENE-040801-89]","mfsd2ab",-0.520459085575475,6.10156985215338,13.4643809210541,0.000243135375340852,0.123458740589744,FALSE
"37","ENSDARG00000053761","7:2228276-2234151:+","si:dkey-187j14.4 [Source:ZFIN;Acc:ZDB-GENE-131119-26]","si:dkey-187j14.4",2.00874508158659,1.43315537268532,13.3873789271733,0.000253323145532567,0.12515532703609,FALSE
"38","ENSDARG00000077982","22:661505-665371:+","E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:ZFIN;Acc:ZDB-GENE-030131-8760]","elf3",1.01886539096724,3.69596670286849,12.9279070873298,0.000323719519914249,0.155726126948223,FALSE
"39","ENSDARG00000104037","14:21115029-21123588:-","si:dkey-74k8.4 [Source:ZFIN;Acc:ZDB-GENE-141219-40]","si:dkey-74k8.4",1.20403572968442,1.61695079642435,12.8750971757615,0.000332983435192596,0.156075312700529,FALSE
"40","ENSDARG00000043729","10:11382365-11385155:-","placenta-specific 8, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050809-124]","plac8.1",2.17193815967205,2.10132406319885,12.6692931731005,0.00037171002759021,0.169871482608726,FALSE
"41","ENSDARG00000088366","14:35901249-35911982:+","zgc:77938 [Source:ZFIN;Acc:ZDB-GENE-040426-1910]","zgc:77938",1.18395261237842,2.78551814054332,12.5481611329391,0.000396596384150446,0.173536895735977,FALSE
"42","ENSDARG00000101297","25:32787363-32869794:-","transmembrane protein 266 [Source:ZFIN;Acc:ZDB-GENE-070112-2382]","tmem266",0.855892922458315,2.74237181170798,12.538195524404,0.000398717156504981,0.173536895735977,FALSE
"43","ENSDARG00000059651","6:21202639-21212367:+","cell death-inducing DFFA-like effector c [Source:ZFIN;Acc:ZDB-GENE-030131-4591]","cidec",-1.15877614416038,0.340757656478586,12.4916704102854,0.000408770525643629,0.173775004855012,FALSE
"44","ENSDARG00000038785","2:32505554-32513538:-","ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]","abcf2a",-0.625856014043483,6.82434099833049,12.412945241308,0.000426367886430341,0.177136476453333,FALSE
"45","ENSDARG00000003902","17:27456804-27461321:+","cathepsin L.1 [Source:ZFIN;Acc:ZDB-GENE-040718-61]","ctsl.1",2.0666442624317,2.2771652063153,12.3709312939939,0.000436070040280081,0.177141340807108,FALSE
"46","ENSDARG00000101135","7:21859337-21874346:+","si:dkey-85k7.7 [Source:ZFIN;Acc:ZDB-GENE-040128-7]","si:dkey-85k7.7",0.748394306259966,4.91046764945541,12.3154773313876,0.000449217818532487,0.17851525484291,FALSE
"47","ENSDARG00000069675","15:7176182-7178865:+","hairy-related 8.2 [Source:ZFIN;Acc:ZDB-GENE-060815-4]","her8.2",-0.920531667214555,2.94046028516307,12.2317851047776,0.000469822266275676,0.182730872925944,FALSE
"48","ENSDARG00000086100","9:51784922-51804828:+","CD302 molecule [Source:ZFIN;Acc:ZDB-GENE-111118-1]","cd302",0.726822279722217,2.56677864001028,11.9825206977647,0.000537018927373343,0.195451911953368,FALSE
"49","ENSDARG00000029841","22:10757848-10770418:+","transmembrane serine protease 9 [Source:ZFIN;Acc:ZDB-GENE-050208-573]","tmprss9",-0.586028387145885,4.30295302040903,11.9761818558755,0.000538848798366162,0.195451911953368,FALSE
"50","ENSDARG00000069342","2:7238549-7246848:-","zgc:153115 [Source:ZFIN;Acc:ZDB-GENE-061013-418]","zgc:153115",-0.676552019137854,6.36420202793168,11.9473778545138,0.000547243435982909,0.195451911953368,FALSE
"51","ENSDARG00000104600","7:53007450-53010555:+","NULL","CABZ01070527.1",1.15052375959651,2.64665683186339,11.9297901430483,0.000552433994306619,0.195451911953368,FALSE
"52","ENSDARG00000093117","18:6868826-6881392:-","si:dkey-266m15.7 [Source:ZFIN;Acc:ZDB-GENE-070705-444]","si:dkey-266m15.7",-1.60624770726795,3.70275146920474,11.9045306427474,0.000559975765647747,0.195451911953368,FALSE
"53","ENSDARG00000116076","7:7658-10618:-","NULL","FO704772.2",-0.852719975431577,4.07274390839823,11.8712824349622,0.000570061451985972,0.195451911953368,FALSE
"54","ENSDARG00000074546","22:9060699-9096248:+","si:ch211-213a13.2 [Source:ZFIN;Acc:ZDB-GENE-050208-551]","si:ch211-213a13.2",1.44204222790604,1.65949910784172,11.8475442602202,0.000577374356973845,0.195451911953368,FALSE
"55","ENSDARG00000104613","22:1796057-1800444:+","zinc finger protein 1179 [Source:ZFIN;Acc:ZDB-GENE-050208-622]","znf1179",0.520416532655592,5.05460583145324,11.7876527131018,0.000596248680647527,0.198171379677033,FALSE
"56","ENSDARG00000041787","20:40753518-40755614:-","connexin 32.3 [Source:ZFIN;Acc:ZDB-GENE-030131-1337]","cx32.3",1.35483944517674,0.970469730150043,11.7059328975222,0.000623011394641326,0.20055191788252,FALSE
"57","ENSDARG00000056175","8:28527776-28534245:+","scratch family zinc finger 2 [Source:ZFIN;Acc:ZDB-GENE-030131-4097]","scrt2",-0.558043099465833,5.03254213849283,11.6635633016138,0.000637361450425957,0.20055191788252,FALSE
"58","ENSDARG00000092680","5:38673168-38674727:+","si:dkey-58f10.12 [Source:ZFIN;Acc:ZDB-GENE-060526-314]","si:dkey-58f10.12",0.962240729686654,1.20256275125423,11.6415618744955,0.000644944274739229,0.20055191788252,FALSE
"59","ENSDARG00000056587","7:27455321-27697234:+","cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-110114-1]","cyp2r1",-1.21195597358133,2.48973362664926,11.6347926519809,0.00064729557741076,0.20055191788252,FALSE
"60","ENSDARG00000099273","10:22918338-22926039:+","zgc:103508 [Source:ZFIN;Acc:ZDB-GENE-041212-28]","zgc:103508",-0.688427064700938,3.63337447547058,11.5754481181171,0.00066828329075467,0.203603642583256,FALSE
"61","ENSDARG00000089296","4:76926059-76964360:+","si:dkey-240n22.6 [Source:ZFIN;Acc:ZDB-GENE-070705-411]","si:dkey-240n22.6",1.31992008397121,2.03025532798627,11.5355828166345,0.000682766698285504,0.204492576283318,FALSE
"62","ENSDARG00000071697","14:20918701-21001756:+","zgc:66433 [Source:ZFIN;Acc:ZDB-GENE-030131-9832]","zgc:66433",0.372817817424868,5.31885873306881,11.5063875156211,0.000693574383455456,0.204492576283318,FALSE
"63","ENSDARG00000104664","15:32821392-32891268:+","doublecortin-like kinase 1b [Source:ZFIN;Acc:ZDB-GENE-080516-7]","dclk1b",-0.451195105386799,6.34608685649446,11.4585429049379,0.000711660789514363,0.206494590989247,FALSE
"64","ENSDARG00000057504","15:9072821-9089507:+","si:dkey-202g17.3 [Source:ZFIN;Acc:ZDB-GENE-131127-371]","si:dkey-202g17.3",0.596005702184461,3.35541158577044,11.4008138274562,0.000734119386256574,0.208064266319344,FALSE
"65","ENSDARG00000076386","7:1045637-1057216:+","ependymin-like 1 [Source:ZFIN;Acc:ZDB-GENE-090710-3]","epdl1",0.673944865271748,4.68068271669601,11.3864077236401,0.00073983464500861,0.208064266319344,FALSE
"66","ENSDARG00000024561","13:4973211-4992395:-","nucleolar and coiled-body phosphoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6349]","nolc1",-0.519111894086247,5.84163229082171,11.2942075230607,0.000777492808592776,0.21534194759206,FALSE
"67","ENSDARG00000090337","13:12007904-12021566:-","peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9858]","pprc1",-0.472235691362838,4.5346974599834,11.2043878848788,0.000816041403526261,0.221381151024642,FALSE
"68","ENSDARG00000062562","15:8335600-8382997:+","egl-9 family hypoxia-inducible factor 2 [Source:ZFIN;Acc:ZDB-GENE-060503-757]","egln2",0.785397760930202,2.22342306312149,11.1619303342239,0.000834930031526325,0.221381151024642,FALSE
"69","ENSDARG00000002165","24:12945803-12954482:+","proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]","psme1",1.11669461639873,1.09696184980273,11.1603777324702,0.000835629071154285,0.221381151024642,FALSE
"70","ENSDARG00000032737","5:23353570-23429228:-","glutamate receptor, ionotropic, AMPA 3a [Source:ZFIN;Acc:ZDB-GENE-020125-5]","gria3a",0.847733449016012,3.93273677170207,10.954569778722,0.000933730492754965,0.242535050491767,FALSE
"71","ENSDARG00000078557","19:41551335-41597464:+","si:ch211-57n23.4 [Source:ZFIN;Acc:ZDB-GENE-140106-153]","si:ch211-57n23.4",-2.51443144912809,1.54285621898707,10.9382077228787,0.000942012504645264,0.242535050491767,FALSE
"72","ENSDARG00000090997","14:8504410-8573479:+","vascular endothelial growth factor Ba [Source:ZFIN;Acc:ZDB-GENE-120510-3]","vegfba",0.910693408789305,0.959602379249439,10.878328342742,0.000972960231703449,0.247023792160265,FALSE
"73","ENSDARG00000020079","14:36414856-36428437:+","nei-like DNA glycosylase 3 [Source:ZFIN;Acc:ZDB-GENE-041114-18]","neil3",-0.708831117675569,2.87066965108123,10.8439245163108,0.000991204322215142,0.248208424795792,FALSE
"74","ENSDARG00000091150","12:10366617-10381282:-","marker of proliferation Ki-67 [Source:ZFIN;Acc:ZDB-GENE-030131-9771]","mki67",-0.531949627041512,8.3479633718141,10.8184001709785,0.0010049629047238,0.248252998626367,FALSE
"75","ENSDARG00000074979","6:39633065-39653972:-","La ribonucleoprotein domain family, member 4Ab [Source:ZFIN;Acc:ZDB-GENE-100729-2]","larp4ab",-0.422328942394527,5.00463759762993,10.6258586303596,0.00111517176818397,0.271288319931244,FALSE
"76","ENSDARG00000001880","14:21699129-21751346:+","syntaxin 3A [Source:ZFIN;Acc:ZDB-GENE-040426-1489]","stx3a",0.709127747914448,3.51491665240285,10.5785544772168,0.00114407082101466,0.271288319931244,FALSE
"77","ENSDARG00000056625","21:22801257-22812449:-","transient receptor potential cation channel, subfamily C, member 6a [Source:ZFIN;Acc:ZDB-GENE-040724-114]","trpc6a",1.06582962750452,0.63457491079707,10.5229012210472,0.00117904238358633,0.271288319931244,FALSE
"78","ENSDARG00000004270","14:30773764-30794824:+","atlastin 3 [Source:ZFIN;Acc:ZDB-GENE-041010-109]","atl3",0.437729347217233,5.24971153704627,10.4998528181874,0.00119384053622695,0.271288319931244,FALSE
"79","ENSDARG00000057738","13:8255106-8270718:+","helicase, lymphoid specific [Source:ZFIN;Acc:ZDB-GENE-030131-9923]","hells",-0.573045383875808,5.47074371933459,10.4820228864366,0.00120541700571357,0.271288319931244,FALSE
"80","ENSDARG00000003469","23:28343988-28347039:-","neuronal differentiation 4 [Source:ZFIN;Acc:ZDB-GENE-030730-1]","neurod4",-0.572108109284248,6.58440482785981,10.4642097819625,0.00121709599203418,0.271288319931244,FALSE
"81","ENSDARG00000055835","8:26268100-26288506:+","solute carrier family 26, member 6 [Source:ZFIN;Acc:ZDB-GENE-081105-83]","slc26a6",0.985020532363904,1.07900458979468,10.4499788590263,0.00122650859102217,0.271288319931244,FALSE
"82","ENSDARG00000009387","10:31244619-31284790:+","roundabout, axon guidance receptor, homolog 4 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-020809-1]","robo4",-0.686658799130985,5.31825644567978,10.4346378078414,0.00123673798210549,0.271288319931244,FALSE
"83","ENSDARG00000105689","4:77053467-77061667:+","zinc finger protein 1009 [Source:ZFIN;Acc:ZDB-GENE-110914-160]","znf1009",0.736591575409462,2.99654264182845,10.4325211493563,0.00123815612900916,0.271288319931244,FALSE
"84","ENSDARG00000079605","2:38342298-38363017:-","protein arginine methyltransferase 5 [Source:ZFIN;Acc:ZDB-GENE-030616-585]","prmt5",-0.570681871844053,5.3264612957084,10.4083870757947,0.0012544426276997,0.271288319931244,FALSE
"85","ENSDARG00000045799","25:19213872-19224298:-","aggrecan b [Source:ZFIN;Acc:ZDB-GENE-100422-16]","acanb",1.06445728261238,3.31969005112373,10.3869088273849,0.00126911915658275,0.271288319931244,FALSE
"86","ENSDARG00000056732","23:21452557-21453614:-","hairy-related 4, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-980526-521]","her4.1",-0.790802665151686,3.45409628582989,10.3764889997743,0.00127630172396537,0.271288319931244,FALSE
"87","ENSDARG00000039173","12:16617138-16619757:-","cathepsin Lb [Source:ZFIN;Acc:ZDB-GENE-980526-285]","ctslb",-1.59271008620039,0.676862815888184,10.2836479120227,0.00134214333679357,0.279135254895572,FALSE
"88","ENSDARG00000009823","16:33593116-33595985:+","POU class 3 homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-980526-372]","pou3f1",-0.667858880037169,6.80778024374299,10.2814290108215,0.00134375833866577,0.279135254895572,FALSE
"89","ENSDARG00000105184","15:32895659-33325046:-","neurobeachin b [Source:ZFIN;Acc:ZDB-GENE-120329-2]","nbeab",0.899199112738504,1.96422656631063,10.2360146952706,0.00137724828725385,0.281427155811871,FALSE
"90","ENSDARG00000088745","1:59073203-59089598:+","microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]","MFAP4 (1 of many)",1.05027504651031,3.50533229882288,10.2248870371274,0.00138558227697311,0.281427155811871,FALSE
"91","ENSDARG00000103337","9:145093-153070:+","ribosomal RNA processing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9837]","rrp1",-0.410247521308613,4.37395763548364,10.1684251306122,0.00142866257011926,0.283023512365845,FALSE
"92","ENSDARG00000100636","11:26376000-26383407:+","RNA binding motif protein 12 [Source:ZFIN;Acc:ZDB-GENE-081022-16]","rbm12",-0.503228778396409,6.1507150464587,10.1460522601459,0.00144610593889684,0.283023512365845,FALSE
"93","ENSDARG00000011312","19:32807236-32820107:+","serine/threonine kinase 3 (STE20 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-030131-2845]","stk3",-0.524453096446922,5.54144943852047,10.1361029704648,0.00145393218702865,0.283023512365845,FALSE
"94","ENSDARG00000026369","9:907459-914886:+","diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) [Source:ZFIN;Acc:ZDB-GENE-040426-1861]","dbi",-0.460780100868809,7.29972511857664,10.1342777909085,0.00145537254717667,0.283023512365845,FALSE
"95","ENSDARG00000012234","12:27206736-27212880:-","proteasome activator subunit 3 [Source:ZFIN;Acc:ZDB-GENE-991110-19]","psme3",-0.411440632788234,5.73319864314066,10.0359646914987,0.00153513129464143,0.295391579642582,FALSE
"96","ENSDARG00000052907","5:41793001-41799882:+","BCL tumor suppressor 7A [Source:ZFIN;Acc:ZDB-GENE-000607-16]","bcl7a",-0.561023580566162,6.22160147918676,10.0086993769135,0.0015580251308255,0.29667395199469,FALSE
"97","ENSDARG00000116122","1:54194801-54199090:+","NULL","CABZ01067150.1",0.840581940072305,0.968148442365254,9.95970194012328,0.00160003956448736,0.299405146493641,FALSE
"98","ENSDARG00000009822","23:21462021-21463788:-","hairy-related 4, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-081031-104]","her4.4",-1.02656188220688,3.99469379548267,9.95385868094476,0.00160512605888276,0.299405146493641,FALSE
"99","ENSDARG00000014329","10:22034477-22045119:+","nucleophosmin 1a [Source:ZFIN;Acc:ZDB-GENE-021028-1]","npm1a",-0.458891929506438,7.30967858428621,9.93309924405048,0.00162332976576713,0.299742102204274,FALSE
"100","ENSDARG00000076547","14:23518110-23591678:+","si:ch211-221f10.2 [Source:ZFIN;Acc:ZDB-GENE-140106-124]","si:ch211-221f10.2",0.438144692636903,4.52681161077361,9.90461050290538,0.00164865218016733,0.301373618534588,FALSE
"101","ENSDARG00000114063","10:15064433-15076420:+","prostate androgen-regulated mucin-like protein 1 [Source:ZFIN;Acc:ZDB-GENE-140106-262]","parm1",1.35179606624111,1.06894873310251,9.87610329876352,0.0016743916459661,0.302951566065531,FALSE
"102","ENSDARG00000010770","5:24199180-24201437:-","SRY (sex determining region Y)-box 19a [Source:ZFIN;Acc:ZDB-GENE-980526-102]","sox19a",-0.753312875517085,6.21679329513685,9.8574852966168,0.0016914214590129,0.302951566065531,FALSE
"103","ENSDARG00000045827","25:19557628-19561261:+","LYR motif containing 5b [Source:ZFIN;Acc:ZDB-GENE-070424-20]","lyrm5b",-0.777312507752835,1.90227712507608,9.8406164737453,0.00170700280660557,0.302951566065531,FALSE
"104","ENSDARG00000041797","20:40744754-40750953:-","connexin 28.9 [Source:ZFIN;Acc:ZDB-GENE-041114-200]","cx28.9",1.28728230753092,1.09708902909531,9.78253257475291,0.00176177485530354,0.305090670603081,FALSE
"105","ENSDARG00000098647","7:13582256-13618498:+","ankyrin repeat and death domain containing 1A [Source:ZFIN;Acc:ZDB-GENE-070615-8]","ankdd1a",0.850992595574516,1.64756098973363,9.77780361706774,0.00176631182565389,0.305090670603081,FALSE
"106","ENSDARG00000103732","14:14577246-14596699:+","proteolipid protein 1a [Source:ZFIN;Acc:ZDB-GENE-001202-1]","plp1a",-1.27043332710903,6.19714598176771,9.76493335629604,0.00177871962997524,0.305090670603081,FALSE
"107","ENSDARG00000028517","25:3449959-3470910:-","HMG-box transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-050522-414]","hbp1",0.50463183336428,4.41826446190511,9.7126010940699,0.00183008808150045,0.305090670603081,FALSE
"108","ENSDARG00000031495","8:2585256-2591654:-","SET nuclear proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-030131-2221]","seta",-0.540078070947228,8.7229489112829,9.69715490723183,0.00184553529553097,0.305090670603081,FALSE
"109","ENSDARG00000070463","19:29274385-29294457:-","E2F transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-070112-882]","e2f3",-0.528962841866641,5.04270837696467,9.69454639327217,0.00184815699612918,0.305090670603081,FALSE
"110","ENSDARG00000089245","17:6276559-6282608:+","dual specificity phosphatase 23b [Source:ZFIN;Acc:ZDB-GENE-040718-163]","dusp23b",0.858611907483052,3.38099105256086,9.6786117359227,0.00186425437202338,0.305090670603081,FALSE
"111","ENSDARG00000026820","5:38123633-38161033:-","guanylate cyclase 2D, retinal [Source:ZFIN;Acc:ZDB-GENE-011128-9]","gucy2d",1.14156896260199,2.78838673917821,9.64092562074503,0.00190289319770398,0.305090670603081,FALSE
"112","ENSDARG00000058695","2:6963296-6996486:+","discoidin domain receptor tyrosine kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060503-361]","ddr2b",1.10005087861112,2.2482605233807,9.62803031998407,0.00191630008847347,0.305090670603081,FALSE
"113","ENSDARG00000094131","2:47944967-47951567:+","finTRIM family, member 19 [Source:ZFIN;Acc:ZDB-GENE-090506-5]","ftr19",1.03212031712625,1.40938081538535,9.61168743160713,0.00193342901771176,0.305090670603081,FALSE
"114","ENSDARG00000071097","19:6910384-6916246:+","si:ch73-367f21.4 [Source:ZFIN;Acc:ZDB-GENE-120214-27]","si:ch73-367f21.4",-0.694271593309426,3.56938080056505,9.57723207555514,0.00197005191901118,0.305090670603081,FALSE
